8164734271710	xflex-d-panthenol-oro	Care	Care,Edelstein,Hydration,Lotion,Outlet,Xflex
8164185735390	xflex-freaky-brink-sea-salt	Styling	Curly,Edelstein,Outlet,Sea Salt,Spray,Styling,Trending,Xflex
14947831677309	xflex-fruit-hair-gel	Styling	Edelstein,Gel,Outlet,Styling,Trending,Xflex
8164171219166	xflex-glaze-spray	Styling	Edelstein,Gel,Outlet,Spray,Styling,Xflex
8163911925982	xflex-glowing-brown	Styling	Coloured,Edelstein,Outlet,Styling,Wax,Xflex
8163909271774	xflex-glowing-hair-wax	Styling	Edelstein,Outlet,Styling,Wax,Xflex
8163911270622	xflex-glowing-orange	Styling	Coloured,Edelstein,Outlet,Styling,Wax,Xflex
8164772151518	xflex-lotion-ghiaccio	Care	Care,Edelstein,Lotion,Outlet,Scalp,Trending,Xflex
8163937386718	xflex-loud-matte-paste	Styling	Edelstein,Outlet,Styling,Trending,Wax,Xflex
8163485319390	xflex-lux-fix	Styling	Edelstein,Gel,Styling,Xflex
8664070717662	xflex-lux-fix-sample	Marketing	Edelstein,Sample
8165631525086	xflex-matt-modelling-hair-wax	Styling	Edelstein,Outlet,Styling,Wax,Xflex
8163936272606	xflex-matte-holding-paste	Styling	Edelstein,Outlet,Styling,Wax,Xflex
8165632671966	xflex-mistix-volume-dust	Styling	Edelstein,Outlet,Styling,Volumizing,Xflex
8164178198750	xflex-power-spray	Styling	Edelstein,Hairspray,Outlet,Spray,Styling,Xflex
14947780067709	xflex-rebel-hair-gel	Styling	Edelstein,Gel,Outlet,Styling,Xflex
8165635064030	xflex-ghiaccio-shampoo	Wash	Edelstein,Outlet,Shampoo,Trending,Xflex
8164172824798	xflex-shape-oil	Styling	Edelstein,Gel,Outlet,Protection,Styling,Trending,Xflex
8164795875550	xflex-shave-cream	Beard	Edelstein,Face,Outlet,Shaving,Xflex
8164783325406	xflex-shave-gel	Beard	Edelstein,Face,Outlet,Shaving,Xflex
8164166172894	xflex-spider-hair-wax	Styling	Edelstein,Outlet,Shape,Styling,Trending,Wax,Xflex
8163934732510	xflex-strongly-blue	Styling	Anti-Yellow,Coloured,Edelstein,Outlet,Styling,Wax,Xflex
8163931259102	xflex-strongly-hair-wax	Styling	Edelstein,Outlet,Styling,Wax,Xflex
8163934863582	xflex-strongly-red	Styling	Coloured,Edelstein,Outlet,Styling,Wax,Xflex
8163479683294	xflex-wax-gel	Styling	Edelstein,Gel,Outlet,Styling,Xflex
